Transaction_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Rate,Total_Sales,Region
TXN-0033,2023-03-05,CUST-1208,25,Male,Home Appliances,Air Conditioner,3,650.0,0.1,1755.0,North
TXN-0034,2023-08-01,CUST-1371,60,Male,Electronics,Wireless Headphones,4,120.0,0.2,384.0,East
TXN-0035,2023-12-06,CUST-1018,39,Female,Apparel,Jeans,2,60.0,0.2,96.0,East
TXN-0036,2023-11-17,CUST-1035,36,Male,Apparel,T-Shirt,2,25.0,0.15,42.5,North
TXN-0037,2023-03-31,CUST-1123,32,Male,Electronics,Tablet,5,350.0,0.2,1400.0,West
TXN-0038,2023-05-02,CUST-1358,60,Male,Electronics,Laptop,3,950.0,0.1,2565.0,North
TXN-0039,2023-03-14,CUST-1203,41,Female,Electronics,Laptop,3,950.0,0.1,2565.0,North
TXN-0040,2023-11-28,CUST-1154,20,Male,Electronics,Smartwatch,4,200.0,0.25,600.0,West
TXN-0041,2023-07-28,CUST-1227,24,Female,Apparel,Hat,4,18.0,0.05,68.4,South
TXN-0042,2023-10-11,CUST-1168,56,Unknown,Electronics,Laptop,1,950.0,0.0,950.0,North
TXN-0043,2023-01-27,CUST-1032,50,Female,Electronics,Wireless Headphones,5,120.0,0.2,480.0,North
TXN-0044,2023-11-08,CUST-1299,56,Female,Apparel,T-Shirt,5,25.0,0.1,112.5,East
TXN-0045,2023-06-10,CUST-1472,23,Male,Apparel,Jeans,5,60.0,0.2,240.0,East
TXN-0046,2023-10-23,CUST-1433,41,Male,Electronics,Laptop,5,950.0,0.15,4037.5,East
TXN-0047,2023-04-03,CUST-1379,65,Female,Electronics,Smartphone,5,550.0,0.05,2612.5,West
TXN-0048,2023-05-20,CUST-1145,51,Male,Apparel,Jeans,2,60.0,0.2,96.0,West
TXN-0049,2023-12-09,CUST-1021,22,Female,Apparel,Running Shoes,1,85.0,0.2,68.0,South
TXN-0050,2023-10-29,CUST-1381,28,Male,Apparel,Jeans,2,60.0,0.25,90.0,West
TXN-0051,2023-10-16,CUST-1289,38,Female,Apparel,Jacket,5,110.0,0.05,522.5,North
TXN-0052,2023-11-01,CUST-1405,54,Female,Apparel,Hat,3,18.0,0.05,51.3,North
TXN-0053,2023-07-10,CUST-1306,43,Female,Apparel,T-Shirt,5,25.0,0.1,112.5,North
TXN-0054,2023-10-04,GUEST-UNKNOWN,26,Male,Apparel,Running Shoes,4,85.0,0.2,272.0,South
TXN-0055,2023-12-14,CUST-1195,28,Female,Apparel,T-Shirt,1,25.0,0.0,25.0,East
TXN-0056,2023-04-24,CUST-1202,23,Male,Electronics,Laptop,2,950.0,0.2,1520.0,North
TXN-0057,2023-12-05,CUST-1270,33,Male,Electronics,Smartphone,5,550.0,0.15,2337.5,North
TXN-0058,2023-03-09,CUST-1397,30,Unknown,Home Appliances,Refrigerator,5,850.0,0.15,3612.5,North
TXN-0059,2023-07-08,CUST-1197,62,Female,Home Appliances,Air Conditioner,2,650.0,0.0,1300.0,East
TXN-0060,2023-12-20,CUST-1466,35,Male,Electronics,Tablet,1,350.0,0.0,350.0,East
TXN-0061,2023-01-17,CUST-1190,26,Female,Apparel,Hat,4,18.0,0.2,57.6,South
TXN-0062,2023-03-11,CUST-1044,38,Male,Electronics,Laptop,2,950.0,0.1,1710.0,West
TXN-0063,2023-10-10,CUST-1203,51,Female,Home Appliances,Air Conditioner,4,650.0,0.25,1950.0,North
TXN-0064,2023-05-03,CUST-1478,51,Male,Home Appliances,Vacuum Cleaner,1,160.0,0.1,144.0,North
TXN-0065,2023-01-15,CUST-1135,44,Male,Electronics,Smartphone,4,550.0,0.0,2200.0,North
TXN-0066,2023-06-10,CUST-1499,50,Female,Electronics,Tablet,3,350.0,0.1,945.0,North
TXN-0067,2023-09-21,CUST-1046,33,Female,Apparel,Jacket,4,110.0,0.1,396.0,East
TXN-0068,2023-10-19,CUST-1197,35,Female,Electronics,Smartphone,3,550.0,0.25,1237.5,East
TXN-0069,2023-08-31,CUST-1071,28,Female,Home Appliances,Air Conditioner,4,650.0,0.15,2210.0,North
TXN-0070,2023-08-31,CUST-1295,48,Female,Apparel,Hat,1,18.0,0.1,16.2,North
TXN-0071,2023-12-03,CUST-1244,29,Female,Home Appliances,Refrigerator,3,850.0,0.25,1912.5,South
TXN-0072,2023-12-27,CUST-1478,25,Female,Home Appliances,Refrigerator,3,850.0,0.15,2167.5,West
TXN-0073,2023-05-20,CUST-1124,43,Male,Home Appliances,Refrigerator,2,850.0,0.1,1530.0,South
TXN-0074,2023-05-28,CUST-1045,65,Male,Home Appliances,Air Conditioner,1,650.0,0.15,552.5,North
TXN-0075,2023-02-24,CUST-1268,50,Male,Apparel,Hat,2,18.0,0.1,32.4,West
TXN-0076,2023-03-02,CUST-1490,65,Female,Home Appliances,Refrigerator,2,850.0,0.25,1275.0,North
TXN-0077,2023-08-10,CUST-1167,61,Female,Home Appliances,Vacuum Cleaner,4,160.0,0.15,544.0,North
TXN-0078,2023-01-24,CUST-1030,48,Unknown,Electronics,Laptop,4,950.0,0.2,3040.0,East
TXN-0079,2023-04-02,CUST-1114,37,Female,Electronics,Laptop,3,950.0,0.0,2850.0,North
TXN-0080,2023-04-16,CUST-1344,65,Unknown,Electronics,Smartwatch,5,200.0,0.25,750.0,South
TXN-0081,2023-03-15,CUST-1031,65,Female,Home Appliances,Coffee Maker,5,75.0,0.25,281.25,West
TXN-0082,2023-01-30,CUST-1068,39,Female,Home Appliances,Coffee Maker,4,75.0,0.25,225.0,East
TXN-0083,2023-08-01,CUST-1386,56,Female,Electronics,Wireless Headphones,3,120.0,0.2,288.0,South
TXN-0084,2023-06-10,CUST-1074,43,Female,Apparel,T-Shirt,5,25.0,0.15,106.25,West
TXN-0085,2023-06-30,CUST-1469,21,Male,Electronics,Tablet,2,350.0,0.2,560.0,West
TXN-0086,2023-09-07,CUST-1008,36,Unknown,Home Appliances,Microwave Oven,1,180.0,0.15,153.0,East
TXN-0087,2023-05-19,CUST-1278,38,Unknown,Apparel,Jacket,1,110.0,0.25,82.5,North
TXN-0088,2023-06-27,CUST-1174,56,Female,Apparel,Running Shoes,3,85.0,0.25,191.25,North
TXN-0089,2023-05-18,CUST-1378,23,Unknown,Electronics,Laptop,4,950.0,0.0,3800.0,East
TXN-0090,2023-07-17,CUST-1371,33,Male,Home Appliances,Vacuum Cleaner,1,160.0,0.05,152.0,North
TXN-0091,2023-08-23,CUST-1170,39,Female,Electronics,Smartwatch,2,200.0,0.15,340.0,South
TXN-0092,2023-07-12,CUST-1102,61,Male,Apparel,T-Shirt,1,25.0,0.15,21.25,North
TXN-0093,2023-11-03,CUST-1471,20,Female,Apparel,Jacket,2,110.0,0.05,209.0,East
TXN-0094,2023-08-09,CUST-1382,54,Female,Home Appliances,Air Conditioner,4,650.0,0.1,2340.0,East
TXN-0095,2023-02-19,CUST-1153,43,Male,Apparel,Jacket,2,110.0,0.2,176.0,East
TXN-0096,2023-01-15,CUST-1219,31,Male,Apparel,Jeans,3,60.0,0.2,144.0,North
TXN-0097,2023-12-11,CUST-1344,37,Female,Electronics,Tablet,4,350.0,0.1,1260.0,West
TXN-0098,2023-01-28,CUST-1196,49,Female,Apparel,Hat,2,18.0,0.1,32.4,West
TXN-0099,2023-10-21,CUST-1187,66,Female,Electronics,Laptop,3,950.0,0.05,2707.5,North
TXN-0100,2023-06-29,CUST-1071,21,Female,Home Appliances,Refrigerator,5,850.0,0.05,4037.5,South
TXN-0101,2023-12-02,CUST-1364,61,Male,Home Appliances,Vacuum Cleaner,1,160.0,0.2,128.0,North
TXN-0102,2023-08-23,CUST-1407,45,Female,Home Appliances,Refrigerator,4,850.0,0.0,3400.0,North
TXN-0103,2023-08-22,CUST-1067,35,Female,Apparel,Jacket,3,110.0,0.0,330.0,North
TXN-0104,2023-09-23,GUEST-UNKNOWN,45,Female,Electronics,Smartwatch,3,200.0,0.1,540.0,North
TXN-0105,2023-03-26,CUST-1077,46,Male,Home Appliances,Microwave Oven,4,180.0,0.05,684.0,North
TXN-0106,2023-04-12,CUST-1382,68,Male,Home Appliances,Vacuum Cleaner,1,160.0,0.25,120.0,North
TXN-0107,2023-10-28,CUST-1030,36,Female,Electronics,Smartphone,5,550.0,0.0,2750.0,East
TXN-0108,2023-10-28,CUST-1357,33,Male,Apparel,Jeans,2,60.0,0.15,102.0,North
TXN-0109,2023-05-18,CUST-1413,34,Female,Home Appliances,Refrigerator,5,850.0,0.25,3187.5,North
TXN-0110,2023-01-24,CUST-1476,63,Female,Electronics,Smartwatch,1,200.0,0.05,190.0,North
TXN-0111,2023-08-27,CUST-1004,68,Female,Home Appliances,Coffee Maker,2,75.0,0.2,120.0,North
TXN-0112,2023-01-01,CUST-1157,33,Male,Apparel,T-Shirt,5,25.0,0.25,93.75,North
TXN-0113,2023-11-08,CUST-1161,65,Female,Electronics,Smartphone,1,550.0,0.2,440.0,West
TXN-0114,2023-03-03,CUST-1360,38,Male,Electronics,Wireless Headphones,2,120.0,0.1,216.0,North
TXN-0115,2023-04-24,CUST-1322,55,Male,Home Appliances,Vacuum Cleaner,2,160.0,0.2,256.0,West
TXN-0116,2023-07-15,CUST-1095,27,Unknown,Electronics,Smartphone,4,550.0,0.1,1980.0,West
TXN-0117,2023-01-10,CUST-1248,38,Male,Home Appliances,Air Conditioner,3,650.0,0.1,1755.0,North
TXN-0118,2023-04-23,CUST-1432,38,Female,Home Appliances,Air Conditioner,2,650.0,0.2,1040.0,North
TXN-0119,2023-01-11,GUEST-UNKNOWN,26,Male,Electronics,Smartwatch,2,200.0,0.15,340.0,East
TXN-0120,2023-03-22,CUST-1332,53,Female,Electronics,Tablet,3,350.0,0.2,840.0,East
TXN-0121,2023-11-10,CUST-1072,40,Male,Home Appliances,Coffee Maker,3,75.0,0.05,213.75,West
TXN-0122,2023-08-03,CUST-1279,68,Male,Home Appliances,Refrigerator,3,850.0,0.2,2040.0,East
TXN-0123,2023-11-11,GUEST-UNKNOWN,45,Male,Apparel,Hat,5,18.0,0.05,85.5,North
TXN-0124,2023-02-14,CUST-1049,43,Male,Apparel,Jeans,4,60.0,0.2,192.0,South
TXN-0125,2023-08-27,CUST-1077,23,Female,Apparel,Jacket,5,110.0,0.1,495.0,West
TXN-0126,2023-09-22,CUST-1061,28,Male,Apparel,Hat,2,18.0,0.05,34.2,West
TXN-0127,2023-01-07,CUST-1214,54,Male,Apparel,Jacket,3,110.0,0.25,247.5,North
TXN-0128,2023-12-22,CUST-1353,35,Male,Home Appliances,Microwave Oven,1,180.0,0.2,144.0,North
TXN-0129,2023-08-15,CUST-1444,68,Male,Electronics,Smartwatch,1,200.0,0.0,200.0,South
TXN-0130,2023-07-08,CUST-1348,43,Female,Electronics,Wireless Headphones,3,120.0,0.1,324.0,South
TXN-0131,2023-04-16,CUST-1399,48,Male,Home Appliances,Microwave Oven,3,180.0,0.15,459.0,North
TXN-0132,2023-01-04,CUST-1287,37,Female,Electronics,Laptop,3,950.0,0.0,2850.0,East
TXN-0133,2023-03-13,CUST-1132,65,Unknown,Home Appliances,Microwave Oven,5,180.0,0.15,765.0,North
TXN-0134,2023-03-07,CUST-1467,39,Male,Apparel,Jacket,5,110.0,0.25,412.5,North
TXN-0135,2023-12-15,CUST-1437,39,Female,Home Appliances,Vacuum Cleaner,1,160.0,0.05,152.0,North
TXN-0136,2023-02-15,CUST-1219,20,Female,Apparel,Jacket,1,110.0,0.15,93.5,North
TXN-0137,2023-01-24,CUST-1268,26,Female,Home Appliances,Vacuum Cleaner,1,160.0,0.25,120.0,East
TXN-0138,2023-11-24,CUST-1024,19,Unknown,Home Appliances,Coffee Maker,2,75.0,0.05,142.5,North
TXN-0139,2023-11-13,CUST-1101,51,Female,Apparel,Running Shoes,4,85.0,0.05,323.0,West
TXN-0140,2023-02-21,CUST-1151,29,Male,Electronics,Laptop,1,950.0,0.1,855.0,North
TXN-0141,2023-06-25,CUST-1139,48,Male,Apparel,T-Shirt,5,25.0,0.15,106.25,North
TXN-0142,2023-09-07,CUST-1335,61,Female,Apparel,Jacket,5,110.0,0.2,440.0,West
TXN-0143,2023-11-10,CUST-1434,28,Female,Home Appliances,Coffee Maker,4,75.0,0.25,225.0,West
TXN-0144,2023-12-01,CUST-1281,43,Female,Home Appliances,Refrigerator,4,850.0,0.0,3400.0,North
TXN-0145,2023-08-31,CUST-1049,39,Male,Apparel,Hat,2,18.0,0.1,32.4,South
TXN-0146,2023-06-23,GUEST-UNKNOWN,25,Female,Home Appliances,Refrigerator,5,850.0,0.25,3187.5,North
TXN-0147,2023-07-18,CUST-1451,62,Male,Electronics,Laptop,4,950.0,0.25,2850.0,South
TXN-0148,2023-11-16,CUST-1067,29,Female,Electronics,Smartwatch,4,200.0,0.2,640.0,North
TXN-0149,2023-10-12,CUST-1146,21,Male,Electronics,Smartphone,5,550.0,0.15,2337.5,East
TXN-0150,2023-01-28,CUST-1399,32,Female,Apparel,Running Shoes,2,85.0,0.1,153.0,South
TXN-0151,2023-05-16,CUST-1169,20,Female,Apparel,Running Shoes,5,85.0,0.1,382.5,East
TXN-0152,2023-06-28,CUST-1150,51,Female,Electronics,Laptop,5,950.0,0.0,4750.0,North
TXN-0153,2023-05-12,CUST-1420,50,Male,Apparel,Jeans,5,60.0,0.1,270.0,East
TXN-0154,2023-02-07,CUST-1154,46,Male,Home Appliances,Refrigerator,5,850.0,0.15,3612.5,West
TXN-0155,2023-03-05,CUST-1280,65,Female,Electronics,Tablet,3,350.0,0.05,997.5,West
TXN-0156,2023-05-29,CUST-1297,26,Male,Electronics,Laptop,3,950.0,0.25,2137.5,East
TXN-0157,2023-04-24,CUST-1184,48,Female,Electronics,Smartwatch,3,200.0,0.15,510.0,West
TXN-0158,2023-01-16,CUST-1464,43,Female,Home Appliances,Microwave Oven,3,180.0,0.05,513.0,North
TXN-0159,2023-09-21,CUST-1289,65,Female,Home Appliances,Air Conditioner,2,650.0,0.15,1105.0,East
TXN-0160,2023-12-27,CUST-1134,42,Female,Electronics,Laptop,5,950.0,0.25,3562.5,West
TXN-0161,2023-05-24,CUST-1367,44,Male,Home Appliances,Microwave Oven,4,180.0,0.1,648.0,North
TXN-0162,2023-04-03,CUST-1009,36,Male,Electronics,Wireless Headphones,5,120.0,0.25,450.0,North
TXN-0163,2023-04-28,CUST-1267,44,Female,Electronics,Laptop,5,950.0,0.1,4275.0,East
TXN-0164,2023-08-04,CUST-1480,42,Female,Apparel,Running Shoes,1,85.0,0.05,80.75,South
TXN-0165,2023-06-11,CUST-1299,45,Female,Home Appliances,Refrigerator,4,850.0,0.25,2550.0,North
TXN-0166,2023-04-28,CUST-1260,53,Male,Home Appliances,Refrigerator,5,850.0,0.05,4037.5,West
TXN-0167,2023-02-11,CUST-1103,51,Male,Electronics,Wireless Headphones,1,120.0,0.0,120.0,East
TXN-0168,2023-04-13,CUST-1046,53,Female,Apparel,Hat,4,18.0,0.05,68.4,West
TXN-0169,2023-10-03,CUST-1193,66,Female,Electronics,Wireless Headphones,4,120.0,0.15,408.0,South
TXN-0170,2023-05-28,CUST-1038,38,Female,Electronics,Smartwatch,3,200.0,0.25,450.0,West
TXN-0171,2023-01-04,CUST-1190,54,Female,Apparel,Hat,1,18.0,0.0,18.0,West
TXN-0172,2023-12-24,CUST-1345,38,Male,Electronics,Laptop,3,950.0,0.15,2422.5,North
TXN-0173,2023-04-28,CUST-1221,65,Male,Home Appliances,Microwave Oven,5,180.0,0.25,675.0,South
TXN-0174,2023-11-19,CUST-1184,34,Female,Apparel,Jacket,2,110.0,0.25,165.0,South
TXN-0175,2023-11-20,CUST-1215,22,Female,Apparel,Jacket,4,110.0,0.25,330.0,North
TXN-0176,2023-05-01,CUST-1040,24,Female,Home Appliances,Refrigerator,1,850.0,0.2,680.0,North
TXN-0177,2023-03-29,CUST-1166,52,Female,Apparel,Running Shoes,5,85.0,0.2,340.0,South
TXN-0178,2023-06-05,CUST-1069,18,Female,Electronics,Tablet,5,350.0,0.2,1400.0,East
TXN-0179,2023-07-13,CUST-1264,62,Male,Home Appliances,Vacuum Cleaner,2,160.0,0.2,256.0,North
TXN-0180,2023-01-12,CUST-1224,27,Unknown,Apparel,Running Shoes,4,85.0,0.0,340.0,East
TXN-0181,2023-06-10,CUST-1418,43,Female,Electronics,Laptop,2,950.0,0.05,1805.0,South
TXN-0182,2023-07-04,CUST-1324,43,Female,Electronics,Smartwatch,5,200.0,0.25,750.0,East
TXN-0183,2023-03-20,CUST-1119,59,Female,Home Appliances,Microwave Oven,1,180.0,0.1,162.0,North
TXN-0184,2023-10-11,CUST-1419,18,Female,Home Appliances,Coffee Maker,5,75.0,0.2,300.0,South
TXN-0185,2023-07-29,CUST-1034,43,Male,Apparel,T-Shirt,4,25.0,0.15,85.0,South
TXN-0186,2023-09-09,CUST-1285,41,Male,Home Appliances,Microwave Oven,1,180.0,0.25,135.0,North
TXN-0187,2023-10-13,CUST-1183,45,Male,Apparel,Running Shoes,5,85.0,0.15,361.25,East
TXN-0188,2023-05-04,CUST-1474,46,Female,Apparel,Hat,2,18.0,0.1,32.4,South
TXN-0189,2023-10-11,CUST-1048,43,Male,Home Appliances,Coffee Maker,5,75.0,0.2,300.0,North
TXN-0190,2023-11-25,CUST-1040,39,Female,Apparel,Hat,5,18.0,0.0,90.0,East
TXN-0191,2023-12-24,CUST-1201,54,Male,Apparel,Running Shoes,1,85.0,0.2,68.0,West
TXN-0192,2023-11-30,CUST-1268,67,Female,Apparel,Jeans,5,60.0,0.2,240.0,East
TXN-0193,2023-12-01,CUST-1250,40,Female,Apparel,Running Shoes,1,85.0,0.05,80.75,East
TXN-0194,2023-03-12,CUST-1313,44,Male,Home Appliances,Microwave Oven,2,180.0,0.1,324.0,North
TXN-0195,2023-10-17,CUST-1368,27,Female,Home Appliances,Microwave Oven,3,180.0,0.05,513.0,South
TXN-0196,2023-04-29,GUEST-UNKNOWN,26,Female,Apparel,Hat,2,18.0,0.05,34.2,South
TXN-0197,2023-04-15,CUST-1443,47,Female,Home Appliances,Air Conditioner,4,650.0,0.05,2470.0,South
TXN-0198,2023-10-03,GUEST-UNKNOWN,21,Female,Apparel,Running Shoes,3,85.0,0.1,229.5,North
TXN-0199,2023-10-27,CUST-1230,43,Male,Home Appliances,Air Conditioner,2,650.0,0.2,1040.0,West
TXN-0200,2023-03-23,CUST-1467,27,Male,Apparel,Hat,4,18.0,0.1,64.8,West
TXN-0201,2023-09-13,CUST-1111,44,Female,Home Appliances,Vacuum Cleaner,2,160.0,0.05,304.0,East
TXN-0202,2023-02-14,CUST-1344,62,Female,Home Appliances,Coffee Maker,3,75.0,0.25,168.75,East
TXN-0203,2023-07-31,CUST-1055,51,Female,Apparel,Running Shoes,5,85.0,0.25,318.75,West
TXN-0204,2023-03-04,CUST-1000,68,Male,Apparel,Jacket,2,110.0,0.05,209.0,East
TXN-0205,2023-07-22,CUST-1089,61,Female,Apparel,T-Shirt,5,25.0,0.05,118.75,West
TXN-0206,2023-04-17,CUST-1407,35,Female,Electronics,Smartphone,5,550.0,0.05,2612.5,South
TXN-0207,2023-09-26,CUST-1398,50,Unknown,Electronics,Smartwatch,5,200.0,0.05,950.0,North
TXN-0208,2023-07-18,CUST-1022,23,Male,Apparel,Jacket,2,110.0,0.15,187.0,North
TXN-0209,2023-11-15,CUST-1281,63,Female,Electronics,Smartphone,1,550.0,0.05,522.5,West
TXN-0210,2023-07-02,CUST-1343,66,Female,Apparel,Hat,4,18.0,0.15,61.2,East
TXN-0211,2023-09-07,CUST-1236,40,Male,Apparel,Jacket,1,110.0,0.25,82.5,South
TXN-0212,2023-12-22,CUST-1403,29,Male,Home Appliances,Vacuum Cleaner,3,160.0,0.05,456.0,East
TXN-0213,2023-11-27,CUST-1454,18,Male,Apparel,Jacket,3,110.0,0.2,264.0,North
TXN-0214,2023-07-26,CUST-1495,43,Female,Apparel,Running Shoes,4,85.0,0.1,306.0,East
TXN-0215,2023-08-02,CUST-1068,43,Male,Home Appliances,Vacuum Cleaner,2,160.0,0.25,240.0,West
TXN-0216,2023-01-07,CUST-1255,50,Female,Apparel,Jeans,1,60.0,0.25,45.0,North
TXN-0217,2023-02-01,CUST-1336,57,Unknown,Electronics,Wireless Headphones,2,120.0,0.05,228.0,East
TXN-0218,2023-03-31,CUST-1270,23,Female,Home Appliances,Air Conditioner,4,650.0,0.15,2210.0,West
TXN-0219,2023-09-01,CUST-1272,42,Male,Apparel,Jeans,3,60.0,0.15,153.0,East
TXN-0220,2023-04-09,CUST-1304,56,Male,Electronics,Wireless Headphones,5,120.0,0.1,540.0,South
TXN-0221,2023-08-07,CUST-1082,21,Female,Home Appliances,Air Conditioner,4,650.0,0.2,2080.0,North
TXN-0222,2023-08-15,CUST-1292,19,Male,Home Appliances,Coffee Maker,3,75.0,0.2,180.0,North
TXN-0223,2023-04-26,CUST-1246,40,Male,Apparel,Running Shoes,4,85.0,0.25,255.0,North
TXN-0224,2023-12-19,CUST-1376,19,Female,Home Appliances,Microwave Oven,5,180.0,0.0,900.0,East
TXN-0225,2023-04-19,CUST-1347,65,Male,Electronics,Laptop,5,950.0,0.05,4512.5,North
TXN-0226,2023-02-24,CUST-1032,65,Female,Electronics,Laptop,2,950.0,0.1,1710.0,South
TXN-0227,2023-10-25,CUST-1313,49,Male,Home Appliances,Coffee Maker,4,75.0,0.25,225.0,North
TXN-0228,2023-09-13,CUST-1178,30,Female,Electronics,Tablet,2,350.0,0.0,700.0,West
TXN-0229,2023-04-27,CUST-1192,55,Female,Apparel,T-Shirt,2,25.0,0.25,37.5,North
TXN-0230,2023-06-25,CUST-1326,54,Male,Home Appliances,Air Conditioner,4,650.0,0.15,2210.0,North
TXN-0231,2023-01-03,GUEST-UNKNOWN,20,Female,Home Appliances,Coffee Maker,1,75.0,0.1,67.5,West
TXN-0232,2023-10-20,GUEST-UNKNOWN,63,Female,Home Appliances,Vacuum Cleaner,3,160.0,0.25,360.0,East
TXN-0233,2023-01-29,CUST-1196,41,Female,Home Appliances,Refrigerator,2,850.0,0.1,1530.0,West
TXN-0234,2023-08-05,CUST-1248,48,Female,Home Appliances,Microwave Oven,1,180.0,0.1,162.0,North
TXN-0235,2023-03-19,CUST-1213,26,Female,Apparel,Jacket,2,110.0,0.15,187.0,West
TXN-0236,2023-10-18,CUST-1247,21,Male,Electronics,Wireless Headphones,2,120.0,0.1,216.0,West
TXN-0237,2023-09-07,CUST-1162,46,Male,Electronics,Wireless Headphones,2,120.0,0.25,180.0,South
TXN-0238,2023-10-21,CUST-1472,64,Male,Home Appliances,Air Conditioner,2,650.0,0.0,1300.0,South
TXN-0239,2023-01-12,CUST-1490,30,Female,Electronics,Smartwatch,4,200.0,0.15,680.0,West
TXN-0240,2023-08-01,CUST-1496,44,Female,Home Appliances,Refrigerator,3,850.0,0.0,2550.0,West
TXN-0241,2023-10-18,CUST-1148,37,Male,Apparel,Jacket,3,110.0,0.15,280.5,North
TXN-0242,2023-05-22,CUST-1246,58,Male,Home Appliances,Air Conditioner,2,650.0,0.15,1105.0,South
TXN-0243,2023-11-24,CUST-1391,52,Female,Apparel,Running Shoes,5,85.0,0.15,361.25,South
TXN-0244,2023-09-15,CUST-1353,52,Male,Electronics,Tablet,3,350.0,0.25,787.5,North
TXN-0245,2023-07-03,CUST-1107,62,Male,Electronics,Smartwatch,5,200.0,0.0,1000.0,North
TXN-0246,2023-05-03,CUST-1343,65,Female,Home Appliances,Air Conditioner,5,650.0,0.05,3087.5,West
TXN-0247,2023-02-20,CUST-1357,24,Female,Electronics,Smartphone,3,550.0,0.15,1402.5,North
TXN-0248,2023-05-26,CUST-1430,36,Female,Apparel,Jeans,3,60.0,0.2,144.0,North
TXN-0249,2023-03-28,CUST-1304,32,Female,Electronics,Laptop,4,950.0,0.25,2850.0,West
TXN-0250,2023-11-18,CUST-1034,29,Female,Electronics,Smartwatch,5,200.0,0.2,800.0,North
TXN-0251,2023-01-17,CUST-1192,29,Male,Home Appliances,Air Conditioner,4,650.0,0.25,1950.0,East
